"","id","age","gender","education","employment","cy_sesh_score","cy_sesh_policies1","cy_sesh_deletion3","cy_sesh_deletion1","cy_sesh_communication3","cy_sesh_collection1","cy_sesh_understanding1","cy_sesh_connecting1","cy_sesh_patterns4","cy_sesh_patterns5","cy_sesh_help1","cy_sesh_purchase3","cy_sesh_threats5","cy_sesh_updates3","rse_score","rse1","rse2","rse3","rse4","rse5","rse6","rse7","rse8","rse9","rse10","lotr_score","lot1","lot2","lot3","lot4","lot5","lot6","lot7","lot8","lot9","lot10","seis_score","seis1","seis2","seis3","seis4","seis5","seis6","seis7","seis8","seis9","seis10","seis11","attentioncheck2","attentioncheck3","attentioncheck4"
"479",521,"24","Male","Bachelor's Degree","Employed Full-Time",4.58333333333333,5,4,5,3,4,5,5,6,5,3,5,5,"Moderately certain can do",20,2,2,3,2,2,2,3,1,1,2,8,2,1,1,2,3,3,1,1,1,1,5.72727272727273,6,6,7,5,6,7,6,6,5,2,7,7,4,1
"480",522,"43","Female","Bachelor's Degree","Student",5.66666666666667,7,7,7,4,7,7,3,1,4,7,7,7,"Highly certain can do",35,3,4,4,4,4,2,4,3,4,3,18,3,3,3,3,4,3,4,3,3,2,5.90909090909091,5,6,7,5,6,6,6,6,6,6,6,7,4,1
"481",523,"25","Female","Bachelor's Degree","Employed Full-Time",3.66666666666667,4,4,3,1,4,4,4,4,4,4,4,4,"3",27,3,2,3,3,3,2,3,2,3,3,6,1,1,1,1,3,3,1,1,1,1,4.81818181818182,4,6,4,3,6,6,6,6,6,2,4,7,4,1
"482",525,"35","Female","Secondary School","Employed Full-Time",2.91666666666667,4,2,2,3,2,2,3,3,3,4,4,3,"6",29,3,3,3,3,3,3,3,2,3,3,16,3,3,2,2,3,3,3,3,3,3,4.63636363636364,3,3,6,5,5,5,5,5,4,5,5,7,4,1
"483",526,"25","Female","Master's Degree","Employed Full-Time",5.08333333333333,5,6,6,6,7,2,5,5,4,3,7,5,"Highly certain can do",27,3,2,3,3,3,2,3,2,3,3,16,2,2,3,3,3,3,2,3,3,3,5.63636363636364,3,7,6,6,7,5,6,2,7,6,7,7,4,1
"484",527,"56","Female","Bachelor's Degree","Retired",3.66666666666667,4,7,4,4,3,3,4,5,2,2,4,2,"2",40,4,4,4,4,4,4,4,4,4,4,20,3,2,3,3,2,3,4,1,4,3,3.09090909090909,2,1,5,3,3,3,3,2,5,2,5,7,4,1
"485",528,"31","Male","Secondary School","Employed Full-Time",4.33333333333333,3,7,5,2,4,5,4,5,4,3,5,5,"Moderately certain can do",25,3,2,3,3,2,2,2,3,3,2,10,3,1,1,2,2,3,2,1,1,1,5,5,6,6,4,6,5,5,5,5,4,4,7,4,1
"486",529,"35","Female","Secondary School","Employed Part-Time",3.91666666666667,4,4,7,2,4,4,4,4,4,1,7,2,"Highly certain can do",25,2,2,2,4,3,2,2,3,3,2,9,2,3,0,3,4,4,0,2,1,3,6.45454545454545,6,7,7,7,7,7,6,6,7,5,6,7,4,1
"487",530,"25","Male","Bachelor's Degree","Prefer not to say",3.75,3,4,5,1,3,5,3,5,2,3,4,7,"6",17,2,1,3,2,2,1,2,1,1,2,6,1,1,0,0,3,3,1,0,3,1,6.09090909090909,5,7,6,6,7,7,6,6,5,5,7,7,4,1
"488",532,"39","Female","Secondary School","Employed Part-Time",4,4,6,6,2,4,4,4,3,2,4,4,5,"5",35,3,3,3,3,4,3,4,4,4,4,18,3,3,3,3,3,2,3,3,3,3,5.18181818181818,3,3,5,6,6,6,6,6,6,6,4,7,4,1
"489",533,"50","Female","Bachelor's Degree","Employed Full-Time",3.08333333333333,3,6,3,3,3,3,3,2,3,2,3,3,"5",32,3,4,3,3,4,2,3,3,4,3,14,1,3,3,2,4,3,3,3,3,2,3.36363636363636,3,2,2,6,7,2,2,6,3,3,1,7,4,1
"490",534,"20","Male","Secondary School","Student",6,6,5,6,6,7,6,5,6,6,6,7,6,"Highly certain can do",35,4,3,4,4,3,3,4,3,4,3,15,3,1,2,3,3,3,2,2,2,3,6,6,6,6,6,7,6,6,5,7,6,5,7,4,1
"491",535,"62","Female","Bachelor's Degree","Employed Part-Time",4,4,3,5,3,4,4,4,2,2,7,4,6,"Moderately certain can do",37,3,4,4,3,4,4,4,3,4,4,18,3,2,3,3,3,3,3,2,3,3,4.18181818181818,3,1,6,5,5,4,5,3,6,5,3,7,4,1
"492",536,"52","Male","Secondary School","Employed Full-Time",5.75,6,6,6,6,6,6,6,6,6,4,7,4,"6",18,2,2,2,2,2,1,2,2,1,2,9,2,1,1,1,3,3,1,3,1,3,6,6,6,6,6,6,6,6,6,6,6,6,7,4,1
"493",537,"45","Male","Secondary School","Employed Full-Time",3.83333333333333,7,6,4,4,4,1,4,1,4,3,4,4,"Highly certain can do",40,4,4,4,4,4,4,4,4,4,4,15,2,3,3,2,3,4,2,3,3,3,4.18181818181818,2,1,5,5,6,4,5,5,5,5,3,7,4,1
"494",538,"26","Female","Secondary School","Employed Full-Time",2.08333333333333,4,1,2,1,4,5,2,2,1,1,1,1,"Moderately certain can do",12,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,2,4,0,1,0,0,3,1,1,3,5,5,5,5,2,1,4,1,7,4,1
"495",539,"37","Male","Bachelor's Degree","Employed Full-Time",4.33333333333333,7,2,3,3,2,5,5,7,3,4,6,5,"6",21,2,1,4,2,2,2,3,1,1,3,3,1,0,1,1,3,4,0,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"496",540,"29","Male","Bachelor's Degree","Employed Part-Time",6,7,7,6,4,7,6,5,7,6,4,7,6,"6",22,2,2,3,4,2,2,2,1,2,2,13,3,0,2,3,4,3,1,1,2,2,6.54545454545455,7,7,7,6,7,6,6,6,6,7,7,7,4,1
"497",541,"71","Female","Secondary School","Retired",3.91666666666667,4,3,4,4,4,4,3,3,3,5,4,6,"5",25,2,3,3,3,3,1,3,2,3,2,6,1,2,1,1,2,2,1,2,1,1,4.27272727272727,3,3,4,5,4,4,4,4,6,5,5,7,4,1
"498",543,"23","Male","Secondary School","Prefer not to say",3.58333333333333,4,5,3,3,4,2,3,4,3,2,4,6,"Moderately certain can do",36,3,4,4,3,4,3,4,4,4,3,13,2,4,2,3,4,3,2,3,2,2,4.36363636363636,4,4,3,5,6,4,5,4,5,5,3,7,4,1
"499",544,"31","Female","Bachelor's Degree","Employed Full-Time",3.83333333333333,5,3,4,4,4,4,4,2,3,4,4,5,"Moderately certain can do",27,3,2,3,3,3,2,3,3,3,2,11,0,1,3,1,3,3,2,0,3,2,4.63636363636364,3,5,5,3,6,6,5,3,5,5,5,7,4,1
"500",545,"57","Female","Trade School","Employed Full-Time",5.75,6,6,7,4,5,6,6,6,5,7,5,6,"5",28,3,2,3,3,3,2,3,3,3,3,16,3,2,2,2,3,4,3,1,3,3,5.72727272727273,4,4,6,5,7,7,5,7,6,5,7,7,4,1
"501",546,"37","Female","Bachelor's Degree","Employed Full-Time",3.08333333333333,3,5,3,2,2,4,4,3,3,2,3,3,"3",24,3,2,3,2,3,2,2,2,3,2,9,1,3,2,3,3,3,1,1,1,1,4.63636363636364,2,3,6,5,6,3,5,6,5,5,5,7,4,1
"502",547,"42","Female","Bachelor's Degree","Employed Full-Time",4.33333333333333,4,4,4,3,4,4,4,5,3,5,5,7,"Highly certain can do",30,3,3,3,3,3,3,3,3,3,3,12,3,2,2,2,3,2,1,2,2,2,6.81818181818182,7,7,6,7,7,7,7,7,6,7,7,7,4,1
"503",548,"40","Female","Bachelor's Degree","Employed Full-Time",6.08333333333333,6,6,6,7,7,7,4,7,7,4,7,5,"Highly certain can do",31,3,3,3,3,3,3,3,4,3,3,15,3,2,2,3,4,3,2,3,2,3,5.90909090909091,6,6,6,5,6,6,6,6,6,6,6,7,4,1
"504",549,"28","Female","Secondary School","Employed Full-Time",5.66666666666667,6,7,7,4,3,6,4,6,6,6,7,6,"Highly certain can do",30,3,2,4,3,3,2,3,3,4,3,13,1,1,2,2,3,4,3,1,2,3,5.27272727272727,3,1,6,6,7,5,7,6,7,7,3,7,4,1
"505",550,"23","Female","Secondary School","Employed Full-Time",3.91666666666667,4,7,5,2,3,4,4,4,3,4,4,3,"5",23,2,2,3,3,2,2,2,2,3,2,7,1,1,1,1,2,3,1,1,2,1,4.81818181818182,3,3,4,5,7,6,5,4,6,5,5,7,4,1
"506",551,"36","Male","Trade School","Other:",3.58333333333333,3,5,4,2,3,3,4,4,3,4,4,4,"Moderately certain can do",26,3,2,3,3,3,2,3,2,3,2,8,2,2,1,2,4,2,1,1,1,1,3,2,2,3,3,4,3,3,3,4,4,2,7,4,1
"507",553,"41","Female","Bachelor's Degree","Other:",4.08333333333333,4,5,4,4,5,3,3,4,4,3,4,6,"5",24,2,2,3,3,3,2,3,2,2,2,16,3,3,2,2,3,3,2,1,4,3,4,2,4,5,4,5,6,3,3,4,3,5,7,4,1
"508",554,"39","Female","Master's Degree","Employed Full-Time",2.58333333333333,2,1,1,1,4,5,2,4,1,1,4,5,"Moderately certain can do",21,2,2,3,2,3,1,3,1,2,2,8,1,0,1,2,3,3,1,1,1,2,3.63636363636364,3,3,5,2,5,5,3,5,3,5,1,7,4,1
"509",555,"32","Female","Secondary School","Employed Full-Time",3.91666666666667,4,5,5,2,5,4,3,3,3,3,4,6,"6",25,3,3,3,2,3,3,2,2,2,2,12,1,1,2,1,3,3,2,1,3,3,3.27272727272727,2,2,3,4,6,5,3,3,4,3,1,7,4,1
"510",556,"46","Male","Bachelor's Degree","Employed Full-Time",5.08333333333333,4,6,7,2,4,7,6,6,3,4,5,7,"6",37,4,4,4,4,4,3,4,2,4,4,15,3,2,2,3,3,3,2,2,2,3,6.90909090909091,7,7,7,7,7,7,7,6,7,7,7,7,4,1
"511",557,"52","Female","Secondary School","Student",5.5,7,7,7,4,4,7,7,4,4,4,4,7,"Highly certain can do",30,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,2,1,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"512",558,"18","Male","Secondary School","Student",3.33333333333333,3,4,5,6,4,3,1,6,1,2,2,3,"Highly certain cannot do at all",24,1,2,4,3,2,2,4,1,3,2,3,0,0,1,0,3,3,1,1,0,1,4.45454545454545,3,6,6,4,5,6,6,3,3,4,3,7,4,1
"513",559,"26","Female","Master's Degree","Seeking opportunities",6.58333333333333,6,7,7,7,7,7,5,7,7,7,7,5,"Highly certain can do",34,3,2,4,4,4,3,4,2,4,4,16,1,2,3,4,4,4,1,2,3,4,5.36363636363636,2,5,7,6,7,7,4,7,5,6,3,7,4,1
"514",560,"41","Male","Trade School","Employed Full-Time",4.41666666666667,5,4,4,3,3,5,5,4,5,5,5,5,"Moderately certain can do",35,4,3,4,4,4,3,4,3,3,3,15,3,2,3,4,3,4,1,1,1,3,5.81818181818182,5,4,6,7,7,6,6,5,6,6,6,7,4,1
"515",562,"29","Female","Master's Degree","Employed Full-Time",3.66666666666667,3,4,4,2,4,4,4,5,4,3,3,4,"6",34,4,4,4,3,3,2,4,3,3,4,18,2,3,3,3,3,2,3,2,3,4,5.27272727272727,5,5,5,5,6,6,5,5,5,5,6,7,4,1
"516",563,"21","Male","Bachelor's Degree","Employed Part-Time",6.16666666666667,4,7,7,7,7,6,7,7,4,7,4,7,"Highly certain can do",27,2,2,4,3,2,2,4,2,4,2,11,2,1,3,2,3,1,1,2,1,2,6.54545454545455,5,6,7,7,7,7,7,7,6,6,7,7,4,1
"517",564,"30","Male","Bachelor's Degree","Employed Full-Time",5.16666666666667,2,4,7,2,7,7,6,5,6,4,5,7,"6",31,3,3,4,3,3,3,3,3,3,3,9,1,3,1,1,2,2,1,2,1,4,5.36363636363636,3,6,6,6,7,4,6,4,6,6,5,7,4,1
"518",565,"20","Female","Secondary School","Seeking opportunities",2.66666666666667,2,2,2,3,3,3,2,2,3,4,4,2,"3",18,1,1,2,3,2,1,2,2,2,2,11,1,0,2,1,1,3,3,1,1,3,2.27272727272727,2,2,2,3,3,3,2,1,2,3,2,7,4,1
"519",566,"27","Male","Secondary School","Seeking opportunities",4.33333333333333,1,6,6,6,5,5,3,4,3,2,4,7,"Moderately certain can do",15,1,1,3,3,1,1,2,1,1,1,2,1,1,0,0,1,0,1,1,0,0,6.36363636363636,7,6,5,7,7,7,6,6,7,5,7,7,4,1
"520",567,"53","Male","Master's Degree","Employed Full-Time",3.41666666666667,2,4,6,1,4,7,3,4,2,1,2,5,"6",33,3,3,3,4,3,3,4,3,4,3,15,3,3,2,3,3,3,2,3,2,3,6.81818181818182,6,6,7,7,7,7,7,7,7,7,7,7,4,1
"521",568,"30","Male","Trade School","Employed Full-Time",6.16666666666667,7,7,7,7,7,7,4,5,5,6,7,5,"Highly certain can do",39,4,4,4,3,4,4,4,4,4,4,21,3,3,3,4,3,2,3,4,4,4,6.81818181818182,7,6,7,7,7,7,7,7,7,7,6,7,4,1
"522",569,"26","Female","Secondary School","Employed Full-Time",3.91666666666667,5,3,4,3,3,4,4,3,5,5,5,3,"5",28,3,2,4,4,3,2,3,1,3,3,17,3,3,2,3,4,3,3,2,3,3,5.09090909090909,5,5,6,4,6,6,5,6,6,6,1,7,4,1
"523",570,"39","Female","Master's Degree","Employed Full-Time",4.33333333333333,4,6,7,2,4,2,4,7,2,2,7,5,"5",36,4,3,4,4,4,2,4,3,4,4,17,3,2,3,3,4,4,2,2,3,3,5.54545454545455,3,6,5,7,7,6,5,5,4,7,6,7,4,1
"524",571,"24","Female","Bachelor's Degree","Student",4.41666666666667,4,3,5,5,4,5,5,4,5,3,6,4,"Moderately certain can do",36,4,4,4,4,4,4,3,1,4,4,17,3,4,2,4,2,3,2,1,3,3,4.63636363636364,4,4,4,6,6,5,5,5,3,4,5,7,4,1
"525",572,"23","Male","Bachelor's Degree","Student",4,3,5,7,3,5,4,4,3,3,2,3,6,"5",25,3,2,3,3,3,2,3,1,3,2,9,1,1,2,1,4,3,2,3,2,1,6.45454545454545,7,7,6,6,7,7,7,4,7,6,7,7,4,1
"526",573,"29","Female","Bachelor's Degree","Other:",3.41666666666667,4,5,4,3,4,2,3,3,3,2,4,4,"2",28,3,2,3,2,3,3,4,2,3,3,9,1,2,1,2,3,2,2,1,1,2,3,2,3,3,2,5,3,3,2,4,4,2,7,4,1
"527",574,"45","Male","Bachelor's Degree","Employed Full-Time",5.5,7,4,7,4,6,7,6,4,4,4,6,7,"Highly certain can do",31,3,3,4,4,3,2,4,2,3,3,17,3,3,2,3,4,3,3,2,3,3,6.72727272727273,6,7,7,7,7,7,7,7,6,6,7,7,4,1
"528",575,"43","Male","Secondary School","Other:",4.33333333333333,5,4,7,3,3,7,6,3,3,2,5,4,"5",39,4,4,4,4,3,4,4,4,4,4,16,2,2,3,3,4,3,4,3,2,2,6.27272727272727,6,5,6,7,7,7,6,6,6,7,6,7,4,1
"529",576,"34","Male","Bachelor's Degree","Employed Full-Time",4.16666666666667,4,3,5,3,5,6,4,3,3,3,4,7,"5",27,3,2,4,4,3,2,3,1,3,2,2,0,3,0,1,2,1,0,3,0,1,5.72727272727273,5,5,6,6,7,4,6,6,6,6,6,7,4,1
"530",577,"20","Male","Secondary School","Student",4,3,2,4,3,5,5,5,5,3,3,5,5,"5",30,3,4,3,3,3,2,3,2,4,3,19,2,3,4,3,4,3,4,3,3,3,4.18181818181818,3,5,5,5,5,5,3,3,3,5,4,7,4,1
"531",579,"32","Female","Secondary School","Employed Full-Time",4.83333333333333,4,7,7,4,4,3,4,3,4,7,4,7,"Moderately certain can do",31,4,3,3,3,3,3,3,3,3,3,14,2,1,1,2,3,3,3,1,3,3,5.72727272727273,5,6,6,6,6,5,6,5,6,6,6,7,4,1
"532",580,"33","Female","Bachelor's Degree","Employed Full-Time",3.83333333333333,4,3,4,4,5,4,4,3,3,4,4,4,"5",33,3,4,3,3,4,3,3,3,4,3,13,2,1,2,3,3,2,2,1,2,2,5,3,4,4,6,6,6,6,5,6,6,3,7,4,1
"533",582,"24","Female","Bachelor's Degree","Employed Full-Time",4.91666666666667,5,5,6,6,6,4,4,4,5,3,5,6,"6",23,2,3,3,3,2,2,3,1,2,2,9,2,1,1,2,3,3,1,1,1,2,6,5,5,6,6,7,7,6,6,6,6,6,7,4,1
"534",583,"21","Male","Secondary School","Student",5.91666666666667,7,7,6,5,5,7,5,6,7,5,6,5,"Highly certain can do",23,3,1,3,4,1,2,3,1,1,4,10,3,0,2,3,4,3,0,2,0,2,5.54545454545455,7,3,6,6,5,3,6,6,5,7,7,7,4,1
"535",584,"41","Female","Master's Degree","Employed Full-Time",6.16666666666667,5,5,5,7,6,7,7,6,5,7,7,7,"6",34,3,4,4,4,4,1,3,4,3,4,20,3,3,2,4,3,2,4,4,4,3,5.72727272727273,1,4,6,7,6,7,6,6,6,7,7,7,4,1
"536",585,"27","Female","Bachelor's Degree","Employed Full-Time",5.66666666666667,6,6,5,6,5,3,6,5,5,7,7,7,"6",21,2,2,3,2,3,1,2,2,2,2,6,2,2,0,1,3,3,1,1,1,1,3.45454545454545,2,2,2,2,6,6,2,4,6,2,4,7,4,1
"537",587,"35","Female","Bachelor's Degree","Employed Full-Time",3.75,2,4,3,3,3,5,3,3,2,4,7,6,"5",31,3,3,3,3,4,3,3,3,3,3,18,3,3,3,3,3,3,3,1,3,3,4.36363636363636,2,3,6,5,6,5,2,6,6,6,1,7,4,1
"538",588,"28","Female","Bachelor's Degree","Employed Full-Time",3.83333333333333,3,2,6,5,5,3,4,3,4,1,5,5,"5",27,3,2,3,3,3,2,3,2,3,3,10,2,3,0,3,3,3,1,2,3,1,4.54545454545455,2,4,6,5,5,6,6,1,6,7,2,7,4,1
"539",589,"58","Female","Secondary School","Retired",2.66666666666667,1,2,4,2,3,3,2,1,2,2,4,6,"2",31,3,3,3,3,4,3,3,2,4,3,9,2,2,0,2,2,1,1,1,2,2,6,7,7,5,5,5,7,5,6,7,6,6,7,4,1
"540",590,"54","Male","Trade School","Employed Full-Time",5.33333333333333,5,6,6,5,5,5,5,6,5,5,5,6,"6",32,3,4,4,3,3,3,3,3,3,3,6,1,3,1,1,3,3,1,1,1,1,5.54545454545455,5,5,6,6,6,6,5,5,5,6,6,7,4,1
"541",591,"28","Male","Secondary School","Employed Full-Time",4,4,3,5,3,3,2,3,5,5,3,6,6,"Moderately certain can do",35,4,3,4,4,4,3,4,2,4,3,18,3,3,3,3,4,3,3,4,3,3,4.72727272727273,5,6,6,5,6,5,5,3,2,3,6,7,4,1
"542",592,"55","Female","Secondary School","Employed Part-Time",3.33333333333333,3,3,2,2,4,2,3,4,5,4,4,4,"6",27,3,2,3,3,3,2,3,3,3,2,13,1,3,3,2,2,3,2,2,2,3,2.18181818181818,2,2,2,2,2,2,2,2,2,3,3,7,4,1
"543",593,"29","Female","Bachelor's Degree","Employed Full-Time",6.75,7,7,7,5,7,7,6,7,7,7,7,7,"Highly certain can do",32,3,3,3,4,3,3,4,3,3,3,14,3,2,2,3,2,4,2,2,2,2,6.09090909090909,5,5,6,7,7,6,5,6,7,7,6,7,4,1
"544",594,"59","Female","Bachelor's Degree","Retired",4.58333333333333,5,6,4,3,4,6,4,3,3,3,7,7,"6",34,3,4,3,3,4,4,4,2,4,3,13,2,3,2,2,2,2,2,3,3,2,5.81818181818182,5,6,5,6,6,6,6,6,6,6,6,7,4,1
"545",596,"33","Female","Master's Degree","Employed Full-Time",3.25,3,3,4,1,4,2,3,5,2,3,5,4,"6",33,3,3,3,3,4,3,3,4,4,3,17,2,2,3,3,3,4,3,3,3,3,3,2,1,3,4,4,4,2,5,2,4,2,7,4,1
"546",597,"31","Female","Secondary School","Employed Part-Time",6.91666666666667,7,7,7,7,7,7,7,7,6,7,7,7,"Highly certain can do",30,3,3,3,3,3,3,3,3,3,3,15,3,3,2,4,3,4,2,3,2,2,6,5,5,6,7,6,6,6,7,7,5,6,7,4,1
"547",598,"52","Male","Secondary School","Employed Full-Time",4.08333333333333,4,4,3,4,4,5,4,4,4,4,3,6,"5",31,3,4,3,3,3,3,3,2,4,3,7,2,2,1,1,3,3,1,1,1,1,4.09090909090909,2,4,4,4,5,5,4,4,5,4,4,7,4,1
"548",599,"30","Non-binary / third gender","Bachelor's Degree","Employed Part-Time",4.5,5,6,6,4,5,3,4,3,4,5,4,5,"5",28,3,2,4,3,2,2,3,3,3,3,11,3,2,1,3,4,3,2,3,1,1,5.81818181818182,6,6,6,6,6,5,5,6,6,6,6,7,4,1
"549",600,"34","Male","Secondary School","Employed Full-Time",2.75,1,4,4,1,4,1,4,1,4,1,4,4,"Moderately certain can do",33,3,3,4,3,3,3,4,2,4,4,16,3,3,3,3,3,4,3,3,1,3,5.72727272727273,5,6,6,6,6,6,5,6,5,6,6,7,4,1
"550",602,"51","Female","Bachelor's Degree","Employed Part-Time",4.08333333333333,5,4,4,3,4,5,4,4,4,4,5,3,"5",27,3,3,4,3,2,3,3,2,2,2,6,0,1,2,1,1,1,1,3,0,2,5.54545454545455,6,4,6,5,6,6,5,6,6,5,6,7,4,1
"551",603,"19","Female","Secondary School","Student",3.91666666666667,5,4,3,2,3,5,5,4,3,4,4,5,"5",26,3,2,3,4,3,2,3,2,2,2,13,1,3,3,1,3,1,2,2,3,3,4.63636363636364,4,4,5,5,6,3,5,5,4,5,5,7,4,1
"552",604,"36","Male","Bachelor's Degree","Employed Full-Time",3.58333333333333,4,3,3,4,4,4,3,3,3,5,4,3,"5",29,3,2,4,4,3,2,3,2,3,3,14,1,4,2,2,4,3,3,3,3,3,5.18181818181818,2,5,7,6,7,3,6,7,5,6,3,7,4,1
"553",605,"48","Male","Secondary School","Employed Full-Time",4.16666666666667,5,3,3,3,4,5,4,4,5,6,4,4,"5",30,2,2,3,4,4,3,3,3,3,3,14,1,3,2,3,2,1,2,3,3,3,6,4,4,7,7,6,6,6,7,6,6,7,7,4,1
"554",606,"33","Male","Bachelor's Degree","Employed Full-Time",4.25,4,4,4,4,4,7,4,4,4,4,4,4,"Moderately certain can do",32,4,2,4,3,4,2,3,2,4,4,21,1,3,4,4,3,4,4,4,4,4,5.90909090909091,5,6,6,6,7,7,6,5,6,5,6,7,4,1
"555",607,"19","Female","Secondary School","Student",4.25,4,3,3,4,4,5,4,6,5,5,5,3,"3",30,3,3,3,3,4,2,3,2,4,3,12,2,1,1,3,2,3,1,1,2,3,4.27272727272727,1,2,5,6,5,3,4,6,5,6,4,7,4,1
"556",608,"22","Female","Bachelor's Degree","Employed Part-Time",4.41666666666667,6,6,6,2,4,3,7,1,3,4,5,6,"Highly certain can do",17,2,1,2,2,2,1,3,1,1,2,6,1,3,2,0,3,3,1,0,1,1,4.45454545454545,4,3,4,3,7,3,5,3,7,5,5,7,4,1
"557",609,"31","Female","Bachelor's Degree","Employed Full-Time",3,1,4,1,4,4,1,4,1,1,7,4,4,"Moderately certain can do",31,3,3,4,3,4,2,3,2,4,3,16,2,1,3,2,2,3,3,3,3,3,3.18181818181818,2,3,3,3,5,2,3,3,4,5,2,7,4,1
"558",610,"32","Female","Bachelor's Degree","Employed Part-Time",2.75,2,2,4,3,5,2,2,1,3,4,2,3,"6",26,2,2,3,3,3,2,3,2,3,3,9,1,3,1,2,3,3,1,3,2,2,2.81818181818182,1,2,4,2,6,2,2,2,3,3,4,7,4,1
"559",611,"27","Male","Bachelor's Degree","Employed Full-Time",4,4,4,4,4,4,7,4,1,4,4,7,1,"Moderately certain can do",29,4,2,4,4,3,2,3,2,1,4,18,3,2,2,3,3,3,3,1,3,4,4.18181818181818,3,2,4,5,5,5,5,6,5,3,3,7,4,1
"560",612,"42","Male","Bachelor's Degree","Other:",3.58333333333333,3,4,4,2,4,5,3,5,2,2,4,5,"5",23,2,2,4,3,2,2,3,1,2,2,8,1,2,2,2,3,3,1,3,1,1,5.18181818181818,5,5,6,5,7,7,6,5,2,3,6,7,4,1
"561",613,"39","Male","Secondary School","Employed Full-Time",5.91666666666667,6,6,6,6,6,6,6,6,5,6,6,6,"6",26,4,3,3,3,1,3,3,1,1,4,8,1,1,1,2,3,3,1,2,1,2,5.72727272727273,5,6,6,6,6,6,5,6,5,6,6,7,4,1
"562",614,"61","Male","Bachelor's Degree","Employed Part-Time",5.58333333333333,6,7,6,5,6,6,5,5,4,4,6,7,"Highly certain can do",32,3,4,4,4,3,2,4,2,3,3,16,3,1,3,3,3,2,2,1,2,3,6.18181818181818,6,6,6,6,7,6,6,6,6,6,7,7,4,1
"563",616,"42","Female","Bachelor's Degree","Employed Full-Time",4.58333333333333,6,4,4,3,5,6,4,4,5,3,5,6,"5",23,2,2,3,3,2,2,4,1,2,2,6,1,2,1,1,1,2,1,1,1,1,3.18181818181818,1,1,3,4,5,3,4,4,3,4,3,7,4,1
"564",617,"57","Male","Bachelor's Degree","Seeking opportunities",3.16666666666667,2,4,6,2,3,1,2,3,2,3,3,7,"6",34,4,3,3,3,3,4,3,4,4,3,15,2,3,3,2,3,3,3,4,3,2,4.90909090909091,5,5,5,5,6,6,4,4,5,4,5,7,4,1
"565",618,"48","Female","Bachelor's Degree","Employed Full-Time",4.33333333333333,4,5,5,4,4,5,4,5,4,3,4,5,"6",18,2,1,2,3,2,1,2,1,2,2,8,2,0,1,2,2,4,1,1,1,1,5.90909090909091,5,6,5,6,6,6,6,6,6,7,6,7,4,1
"566",619,"35","Female","Bachelor's Degree","Employed Full-Time",3.25,2,2,3,3,4,3,4,4,3,4,4,3,"5",29,3,3,3,4,2,3,3,2,3,3,16,1,4,3,3,3,2,3,3,3,3,5.09090909090909,3,5,5,5,6,5,5,5,5,6,6,7,4,1
"567",620,"48","Male","Bachelor's Degree","Employed Full-Time",2.5,3,2,3,3,3,2,2,3,2,1,4,2,"3",22,2,2,2,3,2,2,3,2,2,2,8,1,1,2,1,2,1,1,1,1,2,3.27272727272727,1,2,3,2,5,5,2,2,6,2,6,7,4,1
"568",621,"57","Female","Master's Degree","Employed Full-Time",2.91666666666667,5,6,1,1,1,4,1,6,1,2,1,6,"6",16,1,1,3,2,2,1,1,1,2,2,2,0,0,1,0,1,1,0,0,0,1,5,3,2,7,6,2,7,6,6,4,5,7,7,4,1
"569",622,"19","Female","Secondary School","Student",3.66666666666667,4,6,4,3,3,3,3,2,4,4,3,5,"5",19,2,1,3,2,3,1,2,1,2,2,10,2,1,1,3,3,4,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,7,4,1
"570",623,"19","Female","Secondary School","Student",2.75,3,2,2,2,3,2,2,6,2,2,2,5,"6",25,3,2,3,3,2,2,3,1,3,3,17,2,3,3,3,4,1,3,1,3,3,3.18181818181818,1,1,5,3,6,6,5,2,2,2,2,7,4,1
"571",624,"32","Male","Secondary School","Employed Full-Time",5.91666666666667,5,6,6,7,6,7,7,7,5,6,5,4,"Moderately certain can do",29,4,3,3,3,2,3,3,1,4,3,14,3,2,1,3,2,3,2,2,3,2,4.90909090909091,4,5,6,5,4,5,3,6,5,7,4,7,4,1
"572",625,"30","Male","Bachelor's Degree","Employed Full-Time",5.08333333333333,5,7,6,4,6,6,6,5,4,4,5,3,"6",38,4,3,4,4,3,4,4,4,4,4,19,3,3,3,4,3,3,3,3,3,3,5.81818181818182,6,6,6,5,6,6,6,5,6,6,6,7,4,1
"573",626,"29","Female","Bachelor's Degree","Employed Part-Time",2.91666666666667,2,3,2,2,4,5,4,5,1,2,1,4,"5",36,4,4,4,3,4,2,4,3,4,4,18,3,3,2,4,4,3,3,1,3,3,4.63636363636364,5,5,5,5,6,3,3,4,6,6,3,7,4,1
"574",627,"39","Male","Secondary School","Employed Full-Time",4.5,7,4,6,4,4,4,4,6,3,4,4,4,"6",27,2,3,4,3,2,1,2,3,3,4,12,2,2,2,3,3,1,2,4,1,2,5.72727272727273,6,5,6,6,5,6,6,5,6,6,6,7,4,1
